,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist,duration,popularity,rd_year,release_date,track_name
14,0.17,0.757,221013,0.748,5UEnHoDYpsxlfzWLZIc7LD,0.0,8,0.0759,-5.794,0,0.473,90.052,4,0.693,Eminem,221013,27,2017,2017-12-15,River (feat. Ed Sheeran)
15,0.163,0.599,263400,0.448,0tgVpDi06FyKpA1z0VMD4v,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168,Ed Sheeran,263400,89,2017,2017-03-03,Perfect
16,0.186,0.768,216897,0.517,0ofbQMrRDsUaVKq2mGLEAb,3.8e-05,7,0.104,-4.323,0,0.0312,104.992,4,0.418,Camila Cabello,216896,33,2017,2017-08-03,Havana
17,0.129,0.591,218480,0.515,29lFEhiASt32nnalcUDMGi,0.00042,5,0.142,-6.692,0,0.098,159.715,4,0.139,Post Malone,218480,0,2017,2017-09-15,rockstar
18,0.652,0.698,201000,0.375,1mXVgsBdtIVeCLJnSnmtdV,0.0,5,0.173,-8.279,1,0.0491,91.92,4,0.534,Sam Smith,201000,85,2017,2017-11-03,Too Good At Goodbyes
19,0.213,0.773,211859,0.68,6uFsE1JgZ20EXyU0JQZbUR,1.57e-05,9,0.122,-6.378,0,0.141,128.062,4,0.497,Taylor Swift,211859,18,2017,2017-08-24,Look What You Made Me Do
20,0.00261,0.763,212000,0.72,4LihUZcWy0B6lGLqcJ8u9B,1.11e-05,9,0.114,-5.181,0,0.0691,116.01,4,0.592,Dua Lipa,212000,69,2017,2017-06-02,New Rules
21,0.0642,0.893,223413,0.745,6BaCraQ9xeLYg4Sb9TBT2X,0.0,11,0.0943,-3.105,0,0.0571,101.018,4,0.872,Calvin Harris,223413,72,2017,2017-06-16,Feels
22,0.0329,0.671,204173,0.672,1OAh8uOEOvTDqkKFsKksCi,0.0,0,0.118,-3.094,0,0.0688,97.98,4,0.632,DJ Khaled,204173,78,2017,2017-06-22,Wild Thoughts (feat. Rihanna & Bryson Tiller)
23,0.795,0.484,233393,0.312,5y9VR6oWTFjtprI6Zia6aB,0.0,2,0.132,-7.836,1,0.0398,119.428,4,0.0789,Artists for Grenfell,233392,53,2017,2017-06-21,Bridge Over Troubled Water
24,0.229,0.694,228827,0.815,5CtI0qwDJkDQGwXD1H1cLb,0.0,2,0.0924,-4.328,1,0.12,88.931,4,0.813,Luis Fonsi,228826,31,2017,2017-04-17,Despacito - Remix
25,0.0533,0.599,288877,0.667,72Q0FQQo32KJloivv5xge2,0.0,7,0.134,-4.267,1,0.0367,80.984,4,0.817,DJ Khaled,288876,24,2017,2017-04-27,I'm the One
26,0.259,0.707,212459,0.629,1x5sYLZiu9r5E43kMlt9f8,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457,Clean Bandit,212459,82,2017,2017-03-16,Symphony (feat. Zara Larsson)
27,0.0259,0.518,340707,0.575,5ELRkzdzz0HvGpMDlfZHkV,0.0,5,0.109,-4.616,1,0.0302,120.019,4,0.209,Harry Styles,340706,73,2017,2017-04-07,Sign of the Times
28,0.581,0.825,233713,0.652,0FE9t6xYkqWXU2ahLh6D8X,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,0.931,Ed Sheeran,233712,80,2017,2017-01-06,Shape of You
29,0.406,0.72,251088,0.763,5knuzwU65gJK7IF5yJsuaW,0.0,9,0.18,-4.068,0,0.0523,101.965,4,0.742,Clean Bandit,251088,82,2016,2016-10-21,Rockabye (feat. Sean Paul & Anne-Marie)
30,0.0316,0.774,246240,0.739,6wZ8kvKP9d1MKlNFTMZrBK,5.95e-06,0,0.119,-4.022,1,0.0952,126.002,4,0.823,Little Mix,246240,20,2016,2016-10-16,Shout Out to My Ex
31,0.695,0.358,211467,0.557,5uCax9HTNlzGybIStD3vDh,0.0,10,0.0902,-7.398,1,0.059,85.043,4,0.494,James Arthur,211466,86,2016,2016-10-28,Say You Won't Let Go
32,0.414,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,0.661,The Chainsmokers,244960,87,2016,2016-07-29,Closer
33,0.0736,0.608,185352,0.798,6DNtNfH8hXkqOX1sjqmI7p,0.0,6,0.156,-5.092,0,0.0432,92.943,4,0.501,Major Lazer,185351,38,2016,2016-07-22,Cold Water (feat. Justin Bieber & MØ)
34,0.00802,0.771,173975,0.629,0JoaFxLgrqbWutREzcZBzS,0.00252,1,0.356,-5.79,1,0.0511,103.918,4,0.362,Drake,173974,18,2016,2016-04-05,One Dance
35,0.62,0.674,280800,0.329,42HkkKHSO1PoBAshifSOlr,0.0,10,0.142,-10.096,1,0.0565,147.89,4,0.396,Mike Posner,280800,0,2016,2016-05-06,I Took A Pill In Ibiza
36,0.287,0.765,237300,0.473,5kqIPrATaCc2LqxVWzQGbk,0.0,10,0.391,-5.829,1,0.0514,119.992,4,0.34,Lukas Graham,237300,81,2016,2016-04-01,7 Years
37,0.104,0.588,203686,0.702,0IKK48xF4eEdfofyaeKWWO,0.0,11,0.089,-4.271,1,0.0496,124.909,4,0.429,ZAYN,203686,68,2016,2016-08-22,PILLOWTALK
38,0.0152,0.746,206880,0.754,1WP1r7fuvRqZRnUaTi2I1Q,0.0,1,0.0486,-6.681,1,0.067,149.882,4,0.764,Shawn Mendes,206880,24,2015,2015-04-13,Stitches
39,0.473,0.177,250116,0.31,12yATxj1ppXs8quI0Dn63D,9.11e-05,3,0.125,-9.494,1,0.0273,83.12,4,0.248,The Lewisham and Greenwich NHS Choir,250115,28,2013,2013-12-09,A Bridge Over You - (Radio Edit)
40,0.835,0.609,233720,0.378,3hB5DgAiMAQ4DzYbsMq1IT,0.0,4,0.28,-9.828,1,0.438,100.418,4,0.515,Justin Bieber,233720,29,2015,2015-11-13,Love Yourself
41,0.0797,0.654,200787,0.76,69bp2EbF7Q2rqc5N3ylezZ,0.0,0,0.299,-3.669,0,0.045,99.945,4,0.41,Justin Bieber,200786,26,2015,2015-11-13,Sorry
42,0.329,0.471,295502,0.431,1MDoll6jK4rrk2BcFRP5i7,0.0,5,0.0854,-6.129,0,0.0342,157.98,4,0.289,Adele,295502,68,2015,2015-10-23,Hello
43,0.0737,0.766,201455,0.786,6fPKKB6urCEXl4s7lCd2hF,0.0,5,0.0765,-5.797,0,0.0828,122.984,4,0.667,KDA,201455,2,2015,2015-09-30,Turn The Music Louder (Rumble) - Radio Edit
44,0.747,0.372,278987,0.305,4oWmroatZtMmlgc3havMrv,1.9e-06,5,0.0908,-8.189,0,0.0289,86.743,3,0.088,Sam Smith,278987,19,2015,2015-09-25,Writing's On The Wall
45,0.0972,0.688,227024,0.889,42zLyJxoTWBGAu6481ALWL,0.000397,9,0.0964,-4.311,1,0.0571,124.04,4,0.573,Sigala,227023,10,2015,2015-08-21,Easy Love
46,0.59,0.845,205680,0.567,3pzjHKrQSvXGHQ98dx18HI,0.00142,5,0.0811,-8.118,0,0.0956,125.02,4,0.793,Justin Bieber,205680,21,2015,2015-11-13,What Do You Mean?
47,0.0881,0.639,204067,0.707,6bRbeEgg8v8BQ0HuVuPE7v,0.0,7,0.176,-5.062,1,0.0739,87.944,4,0.352,Rachel Platten,204066,31,2015,2015-05-12,Fight Song
48,0.0608,0.571,211460,0.815,1KtVVUM6OkpyOsbVfbMybX,0.0,6,0.163,-3.267,1,0.0321,120.008,4,0.664,Jess Glynne,211460,65,2013,2013-01-01,Don't Be so Hard on Yourself
49,0.417,0.795,190453,0.616,3rKYiySCDMUKTw5kGVVhaa,0.0,1,0.349,-5.281,0,0.06,110.015,4,0.815,Charlie Puth,190453,66,2016,2016-01-29,Marvin Gaye (feat. Meghan Trainor)
50,0.109,0.73,192120,0.703,2K87XMYnUMqLcX3zvtAF4G,0.0,0,0.0657,-5.672,0,0.0369,138.113,4,0.595,One Direction,192120,76,2015,2015-11-13,Drag Me Down
51,0.0348,0.777,211773,0.895,5y6pj7OeBFF0CVgZKhRbOG,0.0,4,0.317,-4.464,1,0.0618,111.987,4,0.826,Little Mix,211773,78,2015,2015-11-06,Black Magic
52,0.324,0.791,182767,0.574,2rWisQk9hxSap9ZtTx45sv,0.0,0,0.102,-7.061,0,0.0673,122.053,4,0.406,David Zowie,182767,61,2015,2015-05-18,House Every Weekend - Radio Edit
53,0.466,0.776,138843,0.574,0uP43OVpCAni4r4TPJDloZ,7.83e-05,5,0.131,-9.882,0,0.0317,121.03,4,0.412,Lost Frequencies,138842,54,2015,2015-05-13,Are You With Me - Radio Edit
54,0.0153,0.772,228961,0.858,01wuIn1TP5FCvYyqBTdsGC,0.0,8,0.154,-3.565,1,0.127,101.978,4,0.51,Tinie Tempah,228961,58,2015,2015-05-14,Not Letting Go (feat. Jess Glynne)
55,0.00906,0.775,207719,0.68,0HFx7PLqzGxSfN59j3UHmR,0.0,0,0.109,-5.508,0,0.0629,114.025,4,0.656,Jason Derulo,207719,53,2015,2015-03-09,Want to Want Me
56,0.184,0.827,180021,0.576,6fQcqEcXfnY0L6VwS0c3gT,0.029,4,0.0656,-7.774,1,0.0372,118.04,4,0.41,OMI,180021,63,2014,2014-12-02,Cheerleader (Felix Jaehn Remix) - Radio Edit
57,0.369,0.689,229526,0.481,7wqSzGeodspE3V6RBD5W8L,1.03e-06,10,0.0649,-7.503,1,0.0815,80.025,4,0.283,Wiz Khalifa,229525,21,2015,2015-03-10,See You Again (feat. Charlie Puth)
58,0.00159,0.642,227344,0.823,58jx3tTuDuzHysC77c0AQd,0.0,0,0.0776,-5.717,1,0.0289,122.977,4,0.431,Jess Glynne,227343,62,2013,2013-01-01,Hold My Hand
59,0.921,0.468,219536,0.205,7E7sAg5qPv0cObXCWRsYMJ,0.0,4,0.107,-11.014,1,0.0412,125.343,4,0.325,Sam Smith,219535,19,2015,2015-11-06,Lay Me Down
60,0.074,0.56,215360,0.845,4SNtBMJa7Wpk1tJzMSUv9B,0.0,4,0.382,-4.12,0,0.0375,119.996,4,0.495,Years & Years,215360,16,2015,2015-07-10,King
61,0.247,0.262,252534,0.606,3zHq9ouUJQFQRf3cm1rRLu,0.0,8,0.125,-6.646,1,0.0484,189.857,4,0.275,Ellie Goulding,252534,78,2015,2015-11-06,"Love Me Like You Do - From ""Fifty Shades Of Grey"""
62,0.0503,0.619,226107,0.77,64G2uKq3Snj48ppUZX1Z5t,0.0,5,0.317,-5.693,1,0.0398,100.972,4,0.402,Ben Haenow,226106,46,2014,2014-12-14,Something I Need
63,0.00801,0.856,269667,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.15e-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.928,Mark Ronson,269666,82,2015,2015-01-12,Uptown Funk
64,0.00385,0.632,231981,0.892,5UmoLXuLoTDwujmVyjuZtF,1.36e-05,1,0.0669,-5.735,1,0.0376,120.035,4,0.738,Take That,231980,56,2014,2014-01-01,These Days
65,0.352,0.626,228916,0.541,5MJP0TRQebWaV6KrXuwyfv,0.0,0,0.119,-7.615,1,0.0308,112.001,4,0.255,Band Aid 30,228916,16,2014,2014-01-01,Do They Know It's Christmas? - 2014
66,0.521,0.553,235820,0.38,34uUjGoHYv9tejmjA3pYKm,0.000104,0,0.251,-12.637,1,0.0305,87.015,4,0.38,Gareth Malone's All Star Choir,235820,26,2014,2014-11-09,Wake Me Up - Official BBC Children In Need Single 2014
67,0.00048,0.704,240074,0.773,0Nu64rJw60LPf816F9k5VN,7.8e-06,6,0.134,-5.847,1,0.0547,116.975,4,0.425,Cheryl,240073,4,2014,2014-01-01,I Don't Care
68,0.474,0.781,281560,0.445,34gCuhDGsG4bRPIf9bb02f,0.0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,Ed Sheeran,281560,86,2014,2014-06-21,Thinking Out Loud
69,0.0573,0.807,187920,0.887,5jE48hhRu8E6zBDPRSkEq7,2.87e-06,9,0.124,-3.726,1,0.0503,134.052,4,0.961,Meghan Trainor,187920,68,2015,2015-01-09,All About That Bass
70,0.267,0.708,199373,0.752,7zrYKlgYQv1ELz7LGyjTd1,0.0,0,0.377,-4.401,0,0.0886,150.058,4,0.733,Jessie J,199373,9,2014,2014-07-29,Bang Bang
71,0.0336,0.485,191048,0.864,10zm24iyuS1T08u7gtW8DZ,0.0,2,0.671,-2.294,1,0.0431,171.109,4,0.396,Sigma,191048,5,2014,2014-01-01,Changing - Radio Edit
72,0.0289,0.413,212960,0.856,07nH4ifBxUB4lZcsf44Brn,0.00571,0,0.343,-4.078,0,0.0808,128.017,4,0.35,Calvin Harris,212960,75,2014,2014-10-31,Blame
73,0.541,0.693,190133,0.141,4MteadAdoJXNnuBIa0Q1ZK,0.000873,9,0.113,-14.368,0,0.0366,94.0,4,0.091,Lilly Wood and The Prick,190132,51,2010,2010-05-31,Prayer In C
74,0.0932,0.645,203520,0.891,5qB6XYfzI1ZeZPbWJgsF0a,3.88e-06,6,0.379,-2.505,0,0.0387,124.915,4,0.568,David Guetta,203520,44,2014,2014-06-30,Lovers on the Sun (feat. Sam Martin)
75,0.0423,0.774,224840,0.756,18n3RlT0UNcy2yHImHy8IT,0.0,1,0.305,-4.995,1,0.0389,144.032,4,0.931,MAGIC!,224840,52,2014,2014-08-04,Rude
76,0.00206,0.842,225150,0.915,6jShUw2NqZxEXH60gVTHrV,0.00157,11,0.296,-3.255,0,0.0521,120.593,4,0.813,"Cheryl Cole, Tinie Tempah",225150,1,2014,2014-01-01,Crazy Stupid Love
77,0.00636,0.545,193827,0.775,2rJojRundKuKFgbvmCAYva,0.0,5,0.192,-4.325,0,0.0349,174.086,4,0.516,Rixton,193826,13,2014,2014-01-01,Me And My Broken Heart
78,0.0817,0.76,252613,0.718,1zaaaGPDU60KYY60M4JVl2,0.0,5,0.0903,-4.443,0,0.0476,100.01,4,0.419,will.i.am,252613,12,2014,2014-01-01,It’s My Birthday
79,0.0226,0.66,193987,0.798,3cySlItpiPiIAzU3NyHCJf,2.2e-05,1,0.103,-5.326,0,0.162,103.022,4,0.627,Ariana Grande,193986,9,2014,2014-01-01,Problem
80,0.00521,0.609,165441,0.885,483XiZ5o13Cc1zoWV7jGml,1.15e-05,0,0.336,-5.469,1,0.0642,124.959,4,0.76,Oliver Heldens,165440,68,2014,2014-06-03,Gecko (Overdrive) - Radio Edit
81,0.0457,0.68,213213,0.84,4XPWKmy05Rcff6TLHNoNF8,8.38e-06,9,0.143,-3.823,1,0.0415,104.985,4,0.468,Ella Henderson,213213,67,2014,2014-10-10,Ghost
82,0.304,0.818,235382,0.67,6K8qKeWo5MsFED7wCR6Kop,1.22e-06,8,0.0601,-4.451,0,0.0472,119.988,4,0.939,Ed Sheeran,235382,73,2014,2014-06-21,Sing
83,0.0764,0.692,185934,0.896,17uGIdhKRZlEGPibUFQeJM,0.00194,10,0.157,-6.298,0,0.0637,121.999,4,0.804,Secondcity,185934,2,2014,2014-05-25,I Wanna Feel - Radio Edit
84,0.521,0.453,172724,0.441,62NVyyEBiRxGae3SeB97nl,0.000135,0,0.106,-6.275,1,0.0435,84.672,4,0.184,Sam Smith,172723,23,2015,2015-11-06,Stay With Me
85,0.403,0.753,203467,0.801,2ia7iiEtpiOL2ZVuWxBZGB,0.0,4,0.128,-3.215,1,0.0296,128.011,4,0.794,Rita Ora,203466,69,2014,2014-03-31,I Will Never Let You Down
86,0.0211,0.596,222533,0.856,6YUTL4dYpB9xZO5qExPf05,0.0178,4,0.141,-3.556,0,0.0346,127.949,4,0.743,Calvin Harris,222533,78,2014,2014-10-31,Summer
87,0.00821,0.829,208133,0.51,5Sf3GyLEAzJXxZ5mbCPXTu,0.0014,5,0.0829,-9.334,0,0.0369,119.993,4,0.45,Mr. Probz,208133,75,2014,2014-02-07,Waves - Robin Schulz Radio Edit
88,0.109,0.863,251960,0.601,1iXBApi39l5r6lJj9WEXXS,0.00764,7,0.0676,-6.978,0,0.054,122.961,4,0.178,Kiesza,251960,16,2014,2014-01-01,Hideaway
89,0.000464,0.441,252343,0.954,23PJY70rydGYINeC4Anfnu,0.000332,8,0.0529,-3.702,1,0.059,175.027,4,0.146,Sigma,252342,43,2014,2014-01-01,Nobody To Love - Extended Mix
90,0.0332,0.531,255907,0.77,1FsH6OZCKLWbBgqj8JcCvO,0.0,11,0.235,-7.205,0,0.0434,85.996,4,0.504,Aloe Blacc,255906,13,2013,2013-01-01,The Man
91,0.000569,0.494,202496,0.951,1CQ2cMfrmFM1YdfmjENKVE,0.0,9,0.327,-4.237,1,0.132,160.025,4,0.441,5 Seconds of Summer,202496,69,2014,2014-06-27,She Looks So Perfect
92,0.00364,0.653,285596,0.756,4r8hRPbidDIoDPphxi78aY,0.00651,0,0.089,-7.794,1,0.0366,120.82,4,0.42,Duke Dumont,285596,19,2014,2014-01-01,I Got U
93,0.0421,0.699,159492,0.982,2NFrkgZzweWIiC9tUrjDnx,0.000332,11,0.0854,-1.115,0,0.142,127.966,4,0.389,DVBBS,159492,52,2013,2013-11-04,Tsunami (Jump) [feat. Tinie Tempah] - Radio Edit
94,0.00014,0.818,262000,0.595,0idc0XRnLRovVqpWnGQ6hC,0.575,8,0.0612,-7.644,1,0.0515,119.99,4,0.729,Route 94,262000,20,2014,2014-01-01,My Love
95,0.191,0.647,192670,0.839,3rUy62uDqI4DDkCOT5bkt3,0.000163,2,0.236,-5.262,1,0.165,133.577,4,0.738,Sam Smith,192670,8,2015,2015-11-06,Money On My Mind
96,0.162,0.799,227833,0.586,3s4U7OHV7gnj42VV72eSZ6,2.03e-06,11,0.193,-6.735,1,0.0377,120.97,4,0.549,Clean Bandit,227833,74,2014,2014-01-17,Rather Be (feat. Jess Glynne)
97,0.0305,0.589,204200,0.966,3tgZ9vmhuAY9wEoNUJskzV,0.0,11,0.147,-4.106,1,0.098,129.984,4,0.803,Pitbull,204200,60,2012,2012-01-01,Timber
98,0.286,0.652,233305,0.757,6NPVjNh8Jhru9xOmyQigds,0.0,1,0.0886,-6.819,1,0.153,159.911,4,0.962,Pharrell Williams,233305,75,2013,2013-06-18,Happy
99,0.0907,0.608,220573,0.496,2O0FqpBiiCGVkbSc9LvWom,0.0,7,0.131,-6.627,1,0.0277,104.94,4,0.142,Sam Bailey,220573,37,2013,2013-12-15,Skyscraper
100,0.129,0.544,184280,0.915,4J7CKHCF3mdL4diUsmW8lq,0.000914,8,0.115,-3.405,1,0.0841,126.094,4,0.51,Calvin Harris,184280,74,2014,2014-10-31,Under Control
101,0.935,0.314,208154,0.286,3DDGhkxq3FeUorZppSgeLE,0.0258,10,0.0999,-10.191,1,0.035,172.021,4,0.278,Lily Allen,208154,67,2013,2013-11-10,Somewhere Only We Know
102,0.00171,0.673,303827,0.853,28GieRAflAHypFfEimSaxa,0.724,1,0.39,-6.451,1,0.038,128.015,4,0.0382,Martin Garrix,303826,4,2013,2013-01-01,Animals - Extended
103,0.00212,0.834,148389,0.819,5PYmUtuSE4x7WcPWRRpX06,0.00306,0,0.279,-7.989,0,0.0841,119.99,4,0.513,Storm Queen,148388,1,2013,2013-11-03,Look Right Through - MK Vocal Edit
104,0.0492,0.784,250189,0.85,5U8hKxSaDXB8cVeLFQjvwx,0.0,9,0.112,-3.679,1,0.0691,110.004,4,0.567,Eminem,250188,18,2013,2013-11-05,The Monster
105,0.112,0.636,190185,0.436,3yvZ1VUso9Xi7EvIyLaj4o,0.0,7,0.135,-9.524,1,0.139,84.804,4,0.331,Lorde,190185,20,2013,2013-01-01,Royals
106,0.407,0.53,221360,0.422,2vwlzO0Qp8kfEtzTsCXfyE,0.0,5,0.107,-6.262,1,0.0342,119.964,4,0.349,Miley Cyrus,221360,75,2013,2013-10-04,Wrecking Ball
107,0.0596,0.663,257387,0.705,1QzFhzIOW7CyRJLpmq5CM0,0.0,1,0.118,-4.945,0,0.0366,121.941,4,0.473,OneRepublic,257386,66,2014,2014-01-01,Counting Stars
108,0.0348,0.76,177685,0.652,2yFh7Oz9g0bpHp3iis2Iu2,0.0,6,0.307,-7.321,1,0.232,100.315,4,0.759,Jason Derulo,177685,53,2013,2013-08-02,Talk Dirty (feat. 2 Chainz) - MDM Version
109,0.00635,0.56,223546,0.756,3bDGwl0X3EjQmIyFD1uif5,1.29e-05,7,0.55,-4.817,0,0.0415,179.771,4,0.404,Katy Perry,223546,21,2013,2013-01-01,Roar
110,0.258,0.309,231212,0.775,6B8CAgQ38mWf7xTvFtC0BB,0.0,1,0.102,-4.915,1,0.0546,84.731,4,0.279,Ellie Goulding,231211,10,2013,2013-01-01,Burn
111,0.00882,0.613,231240,0.622,2y4lAQpi5VTNLu2ldeTdUH,0.0,1,0.37,-5.794,0,0.0334,80.003,4,0.484,Miley Cyrus,231240,79,2013,2013-10-04,We Can't Stop
112,0.00275,0.673,425760,0.695,5ji2u4VyupN26DH9JgmS1B,0.193,11,0.644,-5.598,0,0.0538,125.005,4,0.43,Avicii,425760,4,2014,2014-01-01,Wake Me Up - Avicii By Avicii
113,0.00485,0.5,239894,0.891,3CvRHWTTER3tsaLPAL2Yxv,0.000204,2,0.0969,-4.703,0,0.0433,126.024,4,0.227,John Newman,239894,9,2014,2014-01-01,Love Me Again
114,0.00855,0.714,155337,0.905,3VZQshi4COChhXaz7cLP02,2.55e-05,8,0.146,-2.663,1,0.0289,125.927,4,0.838,Icona Pop,155337,69,2012,2012-06-19,I Love It (feat. Charli XCX) - Original Version
115,0.00453,0.862,263053,0.503,0XzkemXSiXJa7VgDFPfU4S,1.87e-05,7,0.0761,-7.703,1,0.0494,119.998,4,0.863,Robin Thicke,263053,19,2013,2013-01-01,Blurred Lines
116,0.107,0.772,222200,0.65,3wPPWcVuinAU7dXcJXtCID,1.13e-06,6,0.0905,-5.202,0,0.0306,125.082,4,0.262,Naughty Boy,222200,66,2013,2013-01-01,La La La
117,0.0426,0.794,248413,0.811,2Foc5Q5nqNiosCNqttzHof,1.07e-06,6,0.101,-8.966,0,0.038,116.047,4,0.862,Daft Punk,248413,76,2013,2013-04-19,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit
118,0.00264,0.544,292587,0.728,6yraFyhgbavO2amB2lhpfi,0.00959,6,0.427,-5.358,0,0.05,174.983,4,0.281,Rudimental,292586,64,2013,2013-04-26,Waiting All Night (feat. Ella Eyre)
119,0.00174,0.67,174122,0.848,6irLjfLIGLF9cr6JPV7m1v,0.00168,0,0.385,-5.103,0,0.0537,124.029,4,0.457,Duke Dumont,174121,1,2013,2013-03-31,Need U (100%) - Radio Edit
120,0.00662,0.777,229640,0.865,6jFWr9I7WD74ZpKCqV01MO,5.24e-05,5,0.0455,-7.24,0,0.0507,109.045,4,0.847,PJ & Duncan,229639,29,2013,2013-05-06,Let's Get Ready to Rhumble - 100% Radio Mix
121,0.00552,0.708,220682,0.682,6mV1VU6WeVi7IqFrAi2D2e,0.0,7,0.202,-4.671,1,0.0651,123.94,4,0.688,The Saturdays,220682,4,2013,2013-01-01,What About Us
122,0.234,0.574,484147,0.512,4rHZZAmHpZrA3iH5zx8frV,0.0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512,Justin Timberlake,484146,77,2013,2013-03-15,Mirrors
123,0.025,0.489,157293,0.867,3jZomvOBa5qfTo5HkqI1p5,0.0,4,0.586,-3.121,0,0.071,162.131,4,0.409,One Direction,157293,62,2013,2013-02-17,One Way or Another (Teenage Kicks)
124,0.332,0.509,208316,0.79,4q7dBdsALA5BSunzryc104,6.67e-05,6,0.316,-3.782,0,0.0374,127.946,4,0.638,Avicii,208316,55,2012,2012-01-01,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit
125,0.0619,0.781,235613,0.526,1CmUZGtH29Kx36C1Hleqlz,0.0,6,0.0457,-6.985,0,0.293,94.992,4,0.662,Macklemore & Ryan Lewis,235613,69,2012,2012-08-01,Thrift Shop (feat. Wanz)
126,0.0205,0.801,166933,0.985,0OLRKxstvcSbGyPHx2XNmA,6.86e-06,7,0.297,-2.69,1,0.0647,127.99,4,0.72,Bingo Players,166932,3,2013,2013-01-20,Get Up (Rattle) - Radio Edit
127,0.0589,0.79,284413,0.616,7n6ibfsRHhCb1Ccl9Fg2CZ,6.55e-05,0,0.171,-7.443,1,0.0596,130.009,4,0.473,will.i.am,284413,15,2012,2012-01-01,Scream & Shout
128,0.123,0.186,273247,0.544,7kakk64AMtK9jBku94bGrN,4.03e-06,7,0.0775,-7.56,1,0.0318,152.9,4,0.223,The Justice Collective,273247,0,2012,2012-12-17,"He Ain't Heavy, He's My Brother"
129,0.141,0.376,209440,0.696,5yVIlYEHZxQVLyInCdldoS,0.0,0,0.11,-4.785,0,0.0949,169.515,4,0.303,James Arthur,209440,77,2013,2013-11-01,Impossible
