"acousticness" "danceability" "energy" "instrumentalness" "key" "liveness" "loudness" "mode" "speechiness" "tempo" "time_signature" "valence" "duration" "rd_year" "chart_random"
"3" -0.919907066380327 -2.4842400578667 0.140889474313348 -0.53543685249478 0.765846957396285 -0.342166289998007 -0.711820563772392 -1.50476577150315 -0.305010471645531 -1.35030752148318 0.238379751625279 -0.656186943191721 -0.153601336076089 0.433968219105321 0
"1026" -0.718665815313475 0.330398655595912 0.818512920659626 -0.53325862732726 0.485529311509466 -0.657529573495029 0.539783037904287 -1.50476577150315 -0.260237335932516 0.0440176788695946 0.238379751625279 -0.87269647811713 0.134532179758594 0.918299543689183 0
"1212" 0.781868513135583 -2.68903853187484 -2.20898749822849 2.37441789909995 -0.63574127203781 -0.548211266511488 -5.34407171863841 0.664303051205164 -0.278993649542023 -1.40738780726183 -5.70607430704295 -0.982786072147 -0.922654761330356 0.83757765625854 0
"1017" -1.03150938018418 1.28469520987467 0.0386781164845793 2.47017763843642 1.60679989505674 -0.462359192964204 0.0450134413998182 0.664303051205164 -0.231800344331007 -0.254609669899203 0.238379751625279 1.50890840606238 -1.01647907342622 0.83757765625854 0
"1054" -0.944477219126861 -2.39846059231356 0.969937154480023 2.46091056688773 1.60679989505674 -0.0788865977863367 0.914780358518598 0.664303051205164 -0.0980859795664617 -0.933725850455936 -1.74310493459747 -1.08186670677388 -0.155487700005491 -0.211806880339828 0
"469" 0.138364512631114 0.802185716138218 -1.32035438205349 -0.535411831401599 -1.19637656381145 -0.405124477266015 -1.8428178207853 0.664303051205164 4.81425305900069 0.274253099860923 -1.74310493459747 -0.876366131251459 -0.39725096070287 0.918299543689183 0
"2490" -0.487589378768688 -0.350475852232187 0.220387197069056 1.66394241370034 1.0461646032831 -0.267761159590361 0.0143197105310313 0.664303051205164 -0.440539963533577 -1.01781485682254 0.238379751625279 1.60431938755493 -0.637573725308705 0.514690106535965 1
"1187" 1.74419949570818 -0.741844663818417 -1.63455966723081 1.64231924675339 -1.47669420969827 -0.307825460579093 -2.31156447155319 0.664303051205164 -0.296539878402529 -0.508721356771113 -1.74310493459747 0.59516477561446 -1.39194094993443 -0.0503631054785405 0
"2629" 1.24109636804105 -0.875875078745208 -0.972078644266573 -0.535442567188902 -1.47669420969827 -0.382230590986739 0.153609195723625 0.664303051205164 -0.430859285541574 -1.07813201246546 0.238379751625279 -1.39011757005752 -0.41971584022575 0.19180255681339 1
"2523" 1.65352393200073 -1.13857469200172 -1.86093889679231 -0.533274072446508 0.485529311509466 -0.576828624360582 -1.29199880269436 0.664303051205164 -0.283228946163524 -1.83653410217084 -1.74310493459747 -1.22865283214704 -0.33859533175626 -3.52140426499622 1
"1848" -0.909669502735937 0.748573550167501 0.59516217577454 -0.535442567188902 0.485529311509466 0.121434907157325 0.398658601409756 0.664303051205164 -0.427229031294573 -0.784307760914626 0.238379751625279 0.0557257648681012 -0.055887684533057 -0.69613820492369 1
"1683" -0.954422280952839 -0.55420208292091 1.20085911105613 -0.535442567188902 0.485529311509466 0.15005226500642 1.09777504744827 0.664303051205164 -0.315296192012035 -0.72186749708115 0.238379751625279 0.404342812629354 -0.404261375015048 -0.211806880339828 1
"1018" -0.487589378768688 1.38655832521903 0.644375051766169 -0.535442567188902 -0.916058917924629 0.985679114199982 0.559133433452001 0.664303051205164 0.905679319729376 -0.297419884233191 0.238379751625279 -0.223167873340901 -0.521840153610985 0.918299543689183 0
"1823" 0.574192222063686 0.228535540251551 0.969937154480023 -0.534623975868768 -0.355423626150991 -0.687291625658088 0.833875687478589 0.664303051205164 -0.436304666912076 -0.406951383834054 0.238379751625279 0.3089318311368 -0.0351308218044354 -0.615416317493046 1
"1419" 1.70324924113062 -1.35838457248166 -1.12728848393248 -0.455745751870163 1.32648224916992 -0.611741800936478 -0.0315540720174276 0.664303051205164 -0.383060937956058 1.85520299066804 0.238379751625279 -0.90939300946042 -0.193667705936591 0.514690106535965 1
"591" 0.12958945807878 -0.29686368626147 0.871511402496765 1.85546189237328 -0.0751059802641723 0.298862525821712 0.484567685091415 -1.50476577150315 -0.289279369908526 -0.0311264290548613 0.238379751625279 0.859379801286147 1.05297190921112 0.595411993966609 0
"1263" -0.947987240947795 0.770018416555787 -0.169530205018467 1.71645581914292 0.205211665622647 -0.707896123309436 -1.21993526065459 0.664303051205164 0.000535927477071526 0.880209060474531 0.238379751625279 1.11625552068918 -0.772239531352426 0.595411993966609 0
"2066" -1.03064825483078 1.27397277668052 1.36364016241306 2.02535820409927 0.765846957396285 -0.582552095930401 0.348614474993255 -1.50476577150315 -0.251766742689513 0.149372572193972 0.238379751625279 -1.18094734140076 1.20712556952186 0.595411993966609 1
"16" 0.284615421836675 -0.307586119455614 -0.680586994162308 -0.535442567188902 -0.0751059802641723 -0.653523143396156 0.387482079843404 0.664303051205164 0.754418726104325 -0.785560742797572 -1.74310493459747 0.191502930838273 -1.14809239965691 0.433968219105321 0
"489" -1.02476896828071 0.871881531900148 1.31442728642143 1.7349899622403 1.60679989505674 -0.74853277145515 1.26025164454717 -1.50476577150315 0.760469149849327 0.323641469080378 0.238379751625279 -0.883705437520117 0.0811103532779247 0.918299543689183 0
"1775" -0.856726673603524 1.13994236175373 1.29171365134837 0.576606018653973 -0.355423626150991 -0.445188778254747 0.548290539395092 -1.50476577150315 -0.316506276761035 0.321936021517479 0.238379751625279 0.140127786957667 1.91233072039476 -0.373250655201115 1
"963" 1.3346969499326 -0.902681161730567 -1.27492711190737 -0.462232701954246 1.0461646032831 -0.450912249824566 -0.742847922150622 -1.50476577150315 -0.136808691534475 -0.55083547005902 -1.74310493459747 -1.43048375453513 2.48728072706615 0.514690106535965 0
"941" 1.65937396836895 -0.993821843880784 -1.00993470272167 -0.444316363626777 0.765846957396285 -0.565381681220944 -0.64059109050624 0.664303051205164 -0.337682759868542 -1.09341143042694 0.238379751625279 0.338289056211432 0.20093219007355 0.595411993966609 0
"2258" -0.861991706334925 0.855797882108934 0.0159644814115197 -0.535425701118683 -1.19637656381145 -0.946564887770884 0.0723708971741721 0.664303051205164 -0.441750048282577 -0.497896985504552 0.238379751625279 1.60798904068926 -0.242102672138441 -0.292528767770471 1
"2349" -0.7982263099213 0.325037438998841 -0.283098380383765 -0.535442567188902 -0.355423626150991 -0.393677534126377 -0.592215101636955 0.664303051205164 -0.417548353302569 0.387647960267536 0.238379751625279 1.31074713680861 -0.481451387006185 0.272524444244034 1
"1604" -1.00210007735385 0.0730602589364731 0.920724278488394 -0.535442567188902 -1.19637656381145 -0.88475139481684 0.906773298291958 0.664303051205164 0.258283979014158 1.92453465485772 0.238379751625279 0.0850829899427326 0.271626250642345 0.0303587819521032 1
"348" -0.388138760508906 0.936216131065008 0.303670525670275 -0.217273110683857 1.0461646032831 -0.693015097227906 0.150940175648078 -1.50476577150315 -0.29956509027503 -0.267417929147095 0.238379751625279 -0.982786072147 0.35961312381486 0.111080669382747 0
"2030" 0.986619786023369 -0.371920718620473 -0.57459003048803 -0.535442567188902 1.0461646032831 -0.405124477266015 -0.732338655603157 0.664303051205164 -0.386086149828559 0.566754759424207 -1.74310493459747 -0.593802839908128 0.0613618378133836 -1.2611914169382 1
"1114" 1.87290029580907 0.164200941086691 -2.10776039791955 2.41457520914428 -1.19637656381145 -0.582552095930401 -1.7542397170281 -1.50476577150315 -0.2106238612235 0.412498767612632 0.238379751625279 -0.498391858415575 -0.495849488416422 0.756855768827896 0
"2405" 1.17089593162238 -1.63716783552938 -0.968293038421063 -0.535442567188902 -0.355423626150991 0.115711435587506 -0.482952092294263 0.664303051205164 -0.367329836219052 3.07522448908211 0.238379751625279 0.0263685397934689 -0.506879572774526 -3.19851671527364 1
"2005" -0.961734826413117 0.191007024072049 1.40528182671367 -0.396127591573586 -1.19637656381145 -0.502423493952937 0.982673556690317 0.664303051205164 -0.317716361510036 0.181114779895271 0.238379751625279 0.95846043591303 0.236231203821563 -1.01902575464626 1
"673" 1.21184618619993 -0.859791428953993 -0.199815051782546 -0.535442567188902 -0.0751059802641723 -0.746815729984204 0.179965768969648 0.664303051205164 0.228031860289148 -1.57486971894895 0.238379751625279 1.33276505561459 0.182089129295122 0.353246331674678 0
"832" -0.974604906423207 -0.591730599100411 1.03429245385369 -0.223451158382984 -1.47669420969827 -0.553934738081307 0.0201581919462897 0.664303051205164 -0.104136403311464 1.50280183608948 0.238379751625279 -1.57433415740083 -0.0677409095149004 0.676133881397252 0
"156" -0.291613160433236 0.410816904551987 0.527021270555361 -0.535224173202738 -1.47669420969827 0.928444398501793 0.614348786264873 0.664303051205164 0.00356113934957255 -0.92989729470249 0.238379751625279 0.694245410241343 -0.310059790133303 -1.98768840381399 0
"113" -1.01745642282044 0.121311208310118 -0.0218915770435797 -0.321682116799105 -0.355423626150991 -0.553934738081307 -0.816412787982878 -1.50476577150315 -0.358859242976049 0.392764302956232 0.238379751625279 -1.70093719053518 -0.304297805767129 0.83757765625854 0
"143" 1.82610000486329 -0.484506267158978 -0.907723344892904 -0.535442567188902 -0.355423626150991 -0.284931574299818 1.02087390652158 -1.50476577150315 -0.367329836219052 -0.880787365901468 -1.74310493459747 0.0593954180024301 2.29024144025859 0.595411993966609 0
"1618" -1.02982924973923 -0.243251520290754 0.277171284751705 -0.535442567188902 -0.63574127203781 -0.844687093828108 0.970496152595635 0.664303051205164 -0.422993734673071 -1.4130958358397 0.238379751625279 0.925433557704069 -0.185765555948695 0.433968219105321 1
"2494" -1.02427171518942 -1.99100813093611 0.633018234229639 1.52493634046998 1.0461646032831 0.979955642630163 0.435691254957966 0.664303051205164 -0.349783607358546 0.939760504966771 0.238379751625279 0.378655240689051 -0.283259703325397 -0.0503631054785405 1
"2138" 0.0886392035012231 1.17747087793323 0.239315226296606 -0.535442567188902 0.485529311509466 2.14754384287322 0.710266695229833 0.664303051205164 0.0707208429190952 -1.52607303561866 0.238379751625279 1.59331042815194 -0.249785317960006 -0.373250655201115 1
"814" -1.02535397191754 1.49378265716046 1.17057426429205 -0.489416111830405 -1.19637656381145 -0.809773917252212 1.24573884788639 0.664303051205164 -0.305615514020032 -1.0862067846 0.238379751625279 -0.491052552146917 0.377550729907175 0.676133881397252 0
"551" 0.764318404030916 -0.0448865061991033 -0.442093825895182 -0.535438798579805 -0.0751059802641723 0.36182071308972 -0.619739371166031 0.664303051205164 -0.233615471454507 0.84251518882924 -1.74310493459747 1.5125780591967 0.499533310840116 0.756855768827896 0
"1891" -0.733290906234031 1.07560776258887 0.265814467215176 -0.53538325793099 -0.355423626150991 0.384714599368995 0.119078748496239 0.664303051205164 -0.379430683709056 0.0443657293926353 0.238379751625279 0.738281247853291 0.132885898511116 -0.776860092354333 1
"1289" -0.241887851303345 -0.463061400770691 -0.729799870153937 1.43535464883264 0.205211665622647 1.38059865251749 -0.921839080966972 -1.50476577150315 -0.422993734673071 -0.822523708344479 0.238379751625279 -0.850678559311157 0.700667722250771 -1.18046952950755 0
"1883" -0.880711822713237 -0.495228700353121 0.182531138613957 -0.535273597584331 0.205211665622647 -0.725066538018892 0.402495317768354 0.664303051205164 -0.435699624537575 0.855915133966301 0.238379751625279 -0.0727120948334132 0.0189220791544338 -0.373250655201115 1
"208" -0.973727400967973 0.780740849749931 0.439952336108632 -0.535442567188902 -1.19637656381145 1.58092015746115 0.274382354142112 0.664303051205164 1.5651755079346 -0.907517646070983 0.238379751625279 -0.131426544982677 -0.864438140716406 0.999021431119827 0
"1123" 1.29959673172327 0.292870139416411 -0.790369563682096 -0.535442567188902 0.485529311509466 -0.798899321269556 0.159948118403048 0.664303051205164 -0.396976912569562 0.523248444044138 2.21986443784802 -0.3369271205051 -0.119043148889441 -0.292528767770471 0
"610" -1.01189888827063 0.459067853925632 1.25007198704776 -0.53543561688524 -0.916058917924629 0.36182071308972 0.979337281595884 0.664303051205164 -0.239060852825009 0.287409409631856 0.238379751625279 0.984148007853332 0.357514115224325 0.514690106535965 0
"2039" -0.358888578667794 0.512680019896348 0.720087168676368 -0.535442567188902 0.205211665622647 -0.416571420405653 -0.0744252069808964 -1.50476577150315 -0.36127941247405 0.190059678337413 0.238379751625279 1.2336844209877 -0.093388599449572 -0.211806880339828 1
"666" -0.794131284463544 -2.39846059231356 1.00779321293512 -0.535295220751278 0.765846957396285 2.8973186185195 -1.89386282973014 -1.50476577150315 -0.226354962960505 1.02089108188753 0.238379751625279 -1.91726324280387 0.0247800965933773 0.918299543689183 0
"2537" 1.46632276821761 1.09705262897716 -1.08564681963187 -0.535419121497884 -0.0751059802641723 -0.468082664534023 -0.780214203208276 -1.50476577150315 -0.274153310546021 0.0441568990788115 0.238379751625279 1.08689829561454 -0.536327428588793 0.514690106535965 1
"1947" -0.963782339141995 0.90941004807965 1.21978714028368 -0.518669167685772 1.60679989505674 -0.730217662431729 0.410836005504438 0.664303051205164 -0.349783607358546 0.392868718113145 0.238379751625279 1.47588152785342 -0.120367033392622 -0.93830386721562 1
"2520" 1.3083717862756 0.426900554343202 -0.938008191656984 -0.535442567188902 -0.63574127203781 -0.771999004891407 0.247692153386645 0.664303051205164 -0.204573437478498 1.58476773426553 0.238379751625279 1.39147950576385 -0.787385318829226 -0.373250655201115 1
"563" 1.8553501867044 -2.01781421392147 -1.71405738998652 -0.535365341592663 1.0461646032831 -0.118950898775069 -1.65231651289316 0.664303051205164 -0.355228988729048 -1.27384082157117 -1.74310493459747 -1.35342103871423 -0.77147126677027 -0.0503631054785405 0
"2438" -0.999175059169741 -0.704316147638915 0.0083932697204998 -0.535428543020625 -0.916058917924629 1.37487518094767 0.285225248199021 -1.50476577150315 -0.408472717685066 0.489348323099987 0.238379751625279 0.543789631733855 -0.62093256569878 -1.09974764207691 1
"384" -0.889194375447159 0.523402453090492 1.06079169477226 -0.499300988149009 -1.47669420969827 -1.05244911181253 0.432021352354089 0.664303051205164 0.034418300449083 -0.613832614729361 0.238379751625279 0.907085292032424 -0.236525894412608 0.19180255681339 0
"1542" -0.953837277316017 1.04344046300644 0.621661416693109 -0.535442567188902 -1.47669420969827 0.808251495535595 0.976167820256172 -1.50476577150315 -0.395161785446062 -0.303127912811056 0.238379751625279 1.19331823651008 -0.256281269382347 0.272524444244034 1
"2429" -0.680640578920029 0.523402453090492 0.750372015440447 -0.535429624178972 0.205211665622647 -0.468082664534023 0.260870440009658 -1.50476577150315 -0.409077760059566 0.652061942621447 0.238379751625279 0.752959860390607 -0.462244772452272 -0.534694430062402 1
"1766" -0.868134244521558 -0.286141253067327 1.23871516951123 -0.535442567188902 -1.19637656381145 3.25217385584827 1.33031342153027 -1.50476577150315 1.88584796641971 1.47541025992619 0.238379751625279 0.341958709345761 0.120991516498085 -0.453972542631759 1
"1297" -1.01356614863557 1.36511345883074 0.303670525670275 -0.535442567188902 -1.19637656381145 -0.680995806931287 0.451371747901803 0.664303051205164 1.43811660928956 0.28598240248739 0.238379751625279 -0.87269647811713 -0.169666297249398 0.83757765625854 0
"956" 1.01294494968037 1.61172942229604 -1.05157636702228 2.23541182586959 1.32648224916992 -0.330719346858369 -1.02576405015857 0.664303051205164 -0.294119708904528 0.046105982007838 0.238379751625279 0.231869115315892 -0.238720936075912 0.353246331674678 0
"861" 1.87290029580907 -0.146749621543464 -1.72162860167754 2.18598744427658 -0.916058917924629 -0.599722510639858 -1.82647007282258 0.664303051205164 -0.150724666147979 -1.52109591313918 0.238379751625279 -0.637838677520076 0.0146280289005947 0.756855768827896 0
"124" 1.00709491331215 -0.891958728536423 -1.22571423591574 -0.535442567188902 -1.47669420969827 -0.387954062556558 0.0284988796823732 0.664303051205164 -0.051497716729946 -1.75794429406828 -1.74310493459747 -0.44334706140064 -0.268443172098093 -0.534694430062402 0
"1585" -1.02511997046281 0.705683817390928 0.667088686839229 -0.535442567188902 -0.0751059802641723 -0.428018363545291 1.13914485861924 0.664303051205164 -0.185212081494491 0.392520667590105 0.238379751625279 0.624522000689092 -0.389259637147403 0.111080669382747 1
"2461" -0.837714055406801 -0.473783833964835 0.795799285586566 -0.535442567188902 -0.355423626150991 -0.997503784742273 0.757641801570786 0.664303051205164 -0.312270980139534 0.24007453849834 0.238379751625279 1.45386360904744 -0.627332484048351 -0.776860092354333 1
"1676" -1.02593897555436 1.08633019578301 0.935866701870434 0.131786584316823 -0.0751059802641723 -0.405124477266015 0.708598557682616 0.664303051205164 -0.285044073287025 0.181428025366007 0.238379751625279 0.63186130695775 0.688780199742938 -0.0503631054785405 1
"1305" 1.86705025944085 -1.06351765964272 -1.45285058664633 -0.53542372414342 1.32648224916992 0.419055428787909 -1.82596963155842 -1.50476577150315 -0.12168263217197 -1.05289834954502 -1.74310493459747 -1.540573348565 -0.985858242223125 -0.373250655201115 0
"2568" 0.167614694472226 0.426900554343202 -0.00674915366153953 -0.535436605372872 1.32648224916992 -0.774288393519335 0.077375309815822 -1.50476577150315 -0.138018776283475 1.69422962376179 0.238379751625279 1.42817603710714 -0.616720829507314 -3.92501370214943 1
"2224" -0.499289451505133 0.641349218226068 0.364240219198434 -0.535442567188902 1.60679989505674 0.384714599368995 0.337938394691068 0.664303051205164 -0.439934921159077 -0.406429308049493 0.238379751625279 1.4612029153161 0.0517585305364271 -2.39129784096721 1
"1314" -0.355963560483683 1.1453035783508 0.0916765983217184 -0.534926700206025 0.485529311509466 0.104264492447869 0.209658617310105 0.664303051205164 -0.292304581781027 -0.617243509855159 0.238379751625279 -1.69433181489339 -0.147077946632956 0.83757765625854 0
"23" 1.63012378652784 0.287508922819339 -0.214957475164586 -0.535442567188902 1.0461646032831 0.916997455362155 -0.208043024512953 -1.50476577150315 0.00416618172407277 -0.434830230729603 0.238379751625279 1.42450638397281 -0.882320870767139 0.111080669382747 0
"49" 1.67984909565773 -2.22690166120726 -2.1741599244498 0.165765846662022 0.485529311509466 -0.462359192964204 -2.84103132903977 0.664303051205164 -0.338287802243043 -1.58666863168002 -1.74310493459747 -1.79451334546057 4.42354755678249 -0.93830386721562 0
"369" 0.77309345858325 1.42408684139853 -0.877438498128825 -0.535442567188902 1.0461646032831 0.642270820010847 -0.680960019148883 0.664303051205164 -0.332842420872541 -0.0302911077995639 0.238379751625279 1.29239887113697 2.48130609803884 0.433968219105321 0
"778" 1.70032422294651 -2.51962408740737 -2.05703327958972 1.87708505932022 -1.47669420969827 -0.582552095930401 -2.61266329882581 -1.50476577150315 -0.355228988729048 -1.2243132321425 -1.74310493459747 -1.79891692922176 2.46520683933954 0.19180255681339 0
"2105" -0.0108114147585585 -0.55420208292091 -1.33928241128104 -0.535433794361169 -0.0751059802641723 1.90143456537101 -0.632083589015434 -1.50476577150315 -0.398186997318563 0.152783467319769 0.238379751625279 -1.51121612349037 0.634343166492991 -1.74552274152206 1
"1280" -0.806708862655223 -0.280780036470255 -0.631374118170679 1.59598388900994 1.0461646032831 -0.650089060454265 -0.167674095870309 -1.50476577150315 -0.42117860754957 0.741128071467526 0.238379751625279 -1.57323326146053 -0.0012860231583617 -0.615416317493046 0
"2047" -0.959394811865828 0.979105863841582 0.527021270555361 -0.522654008451709 0.485529311509466 -1.06046197201028 -0.352837363611361 0.664303051205164 -0.30138021739853 0.410584489735909 0.238379751625279 1.54193528427134 -0.0517719814143614 -1.58407896666077 1
"155" 1.14457076796538 1.09705262897716 -0.805511987064136 -0.535442567188902 -0.0751059802641723 -0.227696858601629 0.710433508984554 -1.50476577150315 -0.384271022705058 -0.770733790516044 0.238379751625279 0.580486163077145 -0.0182084224813985 -0.0503631054785405 0
"2362" -0.13366217849123 -0.3290309858439 -0.688158205853328 -0.535403954390782 0.765846957396285 -0.717626024978128 -0.290449019345457 -1.50476577150315 -0.439934921159077 -0.852630078587487 0.238379751625279 0.0520561117337722 -0.0139075127223616 -1.34191330436884 1
"2057" -0.761078578983087 -0.205723004111252 0.496736423791281 -0.53354590654527 -1.47669420969827 -0.22197338703181 -0.236401362815637 -1.50476577150315 -0.334052505621541 0.294161589778843 0.238379751625279 -0.637838677520076 0.445219748683729 -0.69613820492369 1
"201" -1.02906289497499 -0.570285732712124 1.38256819164061 2.16127525348007 -0.916058917924629 -0.548211266511488 0.63403280932203 0.664303051205164 -0.304405429271031 1.08956145008343 0.238379751625279 -1.79965085984863 -0.263291683694525 0.918299543689183 0
"1528" -0.948864746403028 1.60100698910189 0.409667489344553 0.320217039140199 -0.63574127203781 -0.624333438390079 0.858564123177396 -1.50476577150315 -0.296539878402529 0.218739041435954 0.238379751625279 -0.116747932445361 0.229193351488593 0.272524444244034 1
"1817" -0.686490615288251 0.367927171775414 1.33335531564898 -0.534083396695094 0.485529311509466 -0.814352694508067 0.999521745917206 0.664303051205164 -0.310455853016033 -1.20367383612619 0.238379751625279 0.587825469345803 0.0488295218169554 -0.211806880339828 1
"1306" -1.03087640624914 1.19355452772445 1.10621896491838 0.727968187282586 -0.355423626150991 -0.319272403718731 0.871075154781521 -1.50476577150315 -0.235430598578008 0.392346642328584 0.238379751625279 -0.509400817818562 1.06092893524059 0.19180255681339 0
"1829" 0.404541167385235 0.341121088790056 1.24628638120225 -0.535442567188902 -1.47669420969827 0.985679114199982 0.654884528662239 -1.50476577150315 0.209880589054142 -0.581498721138893 0.238379751625279 0.580486163077145 -0.29442011828226 -0.615416317493046 1
"1904" -0.192162542173454 0.0623378257423298 -0.487521096041301 -0.535442567188902 -1.19637656381145 -0.758835020280824 0.60700898105712 0.664303051205164 -0.412708014306568 0.735872508569613 0.238379751625279 -0.40665053005735 0.464885950085896 -0.776860092354333 1
"243" 0.740918258558026 -0.581008165906268 0.939652307715944 1.81221555847939 -0.63574127203781 -0.709613164780381 -0.506306017955296 -1.50476577150315 -0.147094411900978 1.31259222524782 2.21986443784802 1.36946158695788 -0.194086135753658 0.433968219105321 0
"1009" -0.393988796877129 0.818269365929432 -1.54370512693857 -0.535442567188902 -1.47669420969827 0.138605321866782 -1.35738979454525 0.664303051205164 5.00786661884076 0.267466114661632 -1.74310493459747 -0.458025673937956 0.144773421018948 0.918299543689183 0
"747" -1.02073244318664 0.850436665511862 0.739015197903917 -0.535442567188902 0.485529311509466 -0.0273753536579665 0.469220819657022 0.664303051205164 0.155426775349124 -0.477222784435942 0.238379751625279 0.110770561883036 0.290105757645289 0.19180255681339 0
"1565" -1.03035282799418 0.571653402464137 1.12893259999144 -0.535242707345835 -0.63574127203781 -0.794320544013701 1.20620398801735 -1.50476577150315 -0.306220556394532 0.149581402507796 0.238379751625279 0.573146856808487 -0.210274568020528 0.19180255681339 1
"2468" 0.6297675675618 -0.162833271334679 0.534592482246381 -0.535442567188902 0.205211665622647 -0.930539167375392 0.673567669191066 0.664303051205164 -0.368539920968053 0.122816317285977 0.238379751625279 1.06121072367424 -0.69858216453817 0.111080669382747 1
"1566" -0.985719975522829 0.571653402464137 1.05322048308124 -0.534123554005138 1.60679989505674 -0.216249915461991 0.898766238065318 0.664303051205164 -0.441750048282577 0.391441710968679 0.238379751625279 -0.0947300136393871 -0.311335658100099 0.272524444244034 1
"1320" -0.802613837197467 2.1853795981827 -0.184672628400507 -0.535442567188902 -1.19637656381145 -0.571105152790763 0.462881896977598 0.664303051205164 0.59105728498927 0.22093175973111 0.238379751625279 0.532780672330868 -0.367988311528944 0.918299543689183 1
"2284" 1.65937396836895 -1.29941118991387 -1.04400515533126 -0.516815753376034 -0.916058917924629 1.34053435152875 -0.250413718212257 0.664303051205164 -0.415128183804568 0.988417968087842 -1.74310493459747 -0.289221629758823 -0.398684597289216 -2.63346350325914 1
"1613" 0.205639930865672 -1.62108418573817 -0.0786756647262288 -0.535417885888344 0.765846957396285 -0.433741835115109 1.05673886378674 0.664303051205164 -0.412102971932067 -1.67723137777517 0.238379751625279 -1.31305485423661 0.14265383391282 0.0303587819521032 1
"2185" -0.159987342148231 -0.629259115279912 -1.15000211900554 -0.535374608664211 1.0461646032831 -0.370783647847101 -0.620740253694361 -1.50476577150315 -0.425413904171072 -1.00625957945759 0.238379751625279 -1.25067075095302 -0.327345743231825 -0.857581979784977 1
"635" 0.0125887307143315 0.0408929593540432 1.01157881878063 -0.535422828326503 -0.916058917924629 2.14754384287322 1.12429843444901 0.664303051205164 1.2626543206845 1.08663782568989 0.238379751625279 0.180493971435286 0.216160291612724 0.433968219105321 0
